Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,KMeans_Cluster
42.0,1,57.0,21.0,4.0,15.0,2,0,892.69,8.0,0.0,1
38.0,0,43.0,2.0,0.0,18.0,2,0,637.92,10.0,0.0,3
48.0,1,34.0,22.0,2.0,0.0,2,0,711.06,6.0,0.0,1
36.0,1,1.0,23.0,0.0,4.0,2,0,502.88,12.0,0.0,1
19.0,1,52.0,29.0,4.0,11.0,0,2,590.0,20.0,1.0,2
34.0,0,26.0,16.0,9.0,1.0,2,2,103.0,22.0,1.0,0
23.0,1,6.0,26.0,2.0,19.0,1,2,572.7,24.0,0.0,2
41.0,1,28.0,18.0,2.0,2.0,0,2,766.85,23.0,0.0,2
61.0,0,3.0,4.0,8.0,27.0,1,1,775.0,16.0,1.0,0
62.0,1,8.0,20.0,0.0,11.0,0,2,459.0,27.0,1.0,2
45.0,1,30.0,12.0,0.0,8.0,0,2,716.03,17.0,0.0,2
61.0,0,48.0,15.0,3.0,25.0,0,2,154.0,26.0,1.0,0
18.0,1,7.0,1.0,9.0,17.0,0,2,318.0,15.0,1.0,0
31.0,1,35.0,21.0,3.0,15.0,1,2,536.67,19.0,0.0,2
52.0,1,4.0,27.0,7.0,19.0,2,0,453.75,9.0,1.0,0
36.0,0,2.0,5.0,10.0,10.0,0,2,851.0,26.0,1.0,0
63.0,1,30.0,14.0,10.0,11.0,1,0,357.0,8.0,1.0,0
20.0,1,43.0,28.0,1.0,20.0,2,2,926.91,4.0,0.0,2
56.0,1,40.0,24.0,4.0,2.0,0,0,742.0,11.0,1.0,1
27.0,1,15.0,2.0,10.0,16.0,0,1,434.28,3.0,1.0,0
35.0,0,9.0,28.0,5.0,3.0,2,0,394.0,3.0,1.0,3
33.0,1,51.0,2.0,0.0,5.0,0,0,350.0,13.0,1.0,1
42.0,1,14.0,28.0,4.0,14.0,2,0,726.26,24.0,0.0,1
40.0,0,53.0,14.0,4.0,20.0,0,1,388.0,25.0,1.0,0
60.0,0,36.0,20.0,6.0,19.0,0,1,820.03,28.0,1.0,0
32.0,1,50.0,22.0,3.0,16.0,0,2,958.25,11.0,0.0,2
22.0,0,53.0,27.0,5.0,25.0,1,2,859.0,2.0,1.0,3
22.0,0,38.0,3.0,1.0,1.0,2,2,983.09,9.0,0.0,3
31.0,1,8.0,23.0,2.0,8.0,2,2,814.05,6.0,0.0,2
45.0,1,53.0,8.0,6.0,21.0,0,1,907.67,12.0,1.0,2
35.0,1,45.0,25.0,1.0,6.0,0,1,841.0,5.0,1.0,2
22.0,0,35.0,5.0,0.0,12.0,1,2,580.5,3.0,0.0,3
50.0,0,4.0,17.0,9.0,26.0,2,2,187.0,13.0,1.0,0
41.0,0,34.0,13.0,10.0,30.0,1,0,240.0,9.0,1.0,0
60.0,1,29.0,5.0,6.0,8.0,1,2,611.0,6.0,1.0,2
40.0,0,49.0,10.0,5.0,4.0,2,2,379.0,15.0,1.0,3
50.0,1,17.0,20.0,1.0,5.0,2,0,377.23,11.0,1.0,1
64.0,1,3.0,16.0,4.0,14.0,1,1,620.0,16.0,1.0,0
28.0,0,2.0,26.0,7.0,15.0,0,1,645.31,16.0,1.0,0
19.0,0,18.0,12.0,2.0,19.0,1,2,820.0,30.0,1.0,3
32.0,1,27.0,11.0,1.0,20.0,0,2,790.26,7.0,0.0,2
47.0,0,48.0,28.0,2.0,18.0,2,0,681.58,2.0,0.0,3
38.0,0,16.0,24.0,4.0,28.0,2,2,265.58,13.0,1.0,0
32.0,0,44.0,13.0,3.0,9.0,0,2,674.26,12.0,0.0,3
30.0,1,54.0,13.0,3.0,8.0,2,2,558.93,4.0,0.0,2
37.0,1,59.0,22.0,2.0,13.0,2,2,792.74,15.0,0.0,2
49.0,1,12.0,20.0,0.0,13.0,0,0,829.24,9.0,0.0,1
40.0,1,48.0,15.0,1.0,25.0,1,2,364.0,28.0,1.0,2
42.0,1,1.0,18.0,4.0,2.0,1,2,720.74,7.0,0.0,2
60.0,0,39.0,17.0,6.0,5.0,1,1,784.0,2.0,1.0,3
41.0,0,1.0,23.0,1.0,15.0,1,0,753.85,6.0,0.0,3
26.0,1,9.0,4.0,0.0,2.0,1,0,889.77,10.0,0.0,1
46.0,1,10.0,21.0,1.0,5.0,0,0,890.64,26.0,0.0,1
45.0,1,32.0,24.0,5.0,17.0,0,1,594.0,14.0,1.0,0
33.0,1,4.0,27.0,1.0,19.0,1,0,673.39,22.0,0.0,1
43.0,1,43.0,26.0,9.0,30.0,0,2,127.0,10.0,1.0,0
37.0,1,8.0,3.0,1.0,15.0,0,2,695.68,3.0,0.0,2
40.0,0,35.0,10.0,4.0,19.0,0,0,161.0,26.0,1.0,0
45.0,0,10.0,8.0,1.0,16.0,2,2,907.25,6.0,0.0,3
23.0,1,14.0,29.0,1.0,3.0,2,2,606.78,12.0,0.0,2
37.0,1,4.0,18.0,1.0,18.0,1,0,524.46,9.0,0.0,1
33.0,0,42.0,18.0,1.0,4.0,1,1,877.0,28.0,1.0,3
62.0,0,20.0,8.0,1.0,7.0,2,2,546.0,5.0,1.0,3
38.0,0,15.0,21.0,1.0,10.0,1,2,914.84,8.0,0.0,3
57.0,1,36.0,11.0,3.0,6.0,1,2,239.0,11.0,1.0,2
34.0,1,60.0,7.0,0.0,9.0,1,1,351.0,6.0,1.0,2
54.0,1,15.0,6.0,4.0,21.0,1,0,923.0,10.0,1.0,1
33.0,0,31.0,6.0,3.0,24.0,1,2,970.0,15.0,1.0,3
19.0,1,52.0,18.0,1.0,0.0,0,0,688.01,18.0,0.0,1
44.0,1,55.0,25.0,9.0,15.0,2,0,147.0,28.0,1.0,0
37.0,1,47.0,18.0,4.0,22.0,1,2,936.25,23.0,1.0,2
34.0,0,53.0,11.0,5.0,19.0,0,1,920.0,17.0,1.0,3
19.0,1,35.0,4.0,0.0,15.0,2,2,917.04,19.0,0.0,2
31.0,0,4.0,15.0,0.0,27.0,0,0,735.0,17.0,1.0,3
26.0,0,21.0,15.0,3.0,6.0,1,2,546.0,4.0,1.0,3
24.0,1,13.0,20.0,1.0,10.0,2,2,677.0,6.0,0.0,2
28.0,0,50.0,30.0,0.0,7.0,2,0,563.23,6.0,0.0,3
37.0,1,55.0,15.0,7.0,16.0,2,1,565.0,17.0,1.0,0
63.0,0,24.0,2.0,7.0,11.0,1,1,497.0,7.0,1.0,0
26.0,1,11.0,11.0,4.0,27.0,2,1,278.0,20.0,1.0,0
37.0,0,37.0,8.0,1.0,2.0,2,0,569.31,9.0,0.0,3
27.0,1,36.0,12.0,1.0,20.0,1,2,734.85,23.0,0.0,2
46.0,1,30.0,22.0,2.0,4.0,1,0,673.0,22.0,0.0,1
26.0,1,55.0,14.0,9.0,26.0,1,0,390.0,5.0,1.0,0
47.0,1,17.0,14.0,0.0,13.0,2,0,809.26,16.0,0.0,1
36.0,1,12.0,15.0,0.0,7.0,0,2,900.04,18.0,0.0,2
31.0,1,40.0,24.0,8.0,26.0,0,1,676.0,6.0,1.0,0
43.0,0,20.0,27.0,0.0,6.0,0,0,527.11,14.0,0.0,3
48.0,0,1.0,2.0,4.0,27.0,1,2,225.0,13.0,1.0,0
29.0,1,24.0,16.0,1.0,17.0,1,2,739.24,25.0,0.0,2
60.0,1,21.0,20.0,2.0,17.0,1,2,197.0,24.0,1.0,0
63.0,0,21.0,27.0,6.0,1.0,2,1,221.9,28.0,1.0,0
40.0,0,10.0,30.0,7.0,15.0,2,0,880.0,30.0,1.0,0
42.0,1,16.0,19.0,2.0,14.0,1,0,762.46,6.0,0.0,1
46.0,1,38.0,5.0,1.0,6.0,2,1,599.0,4.0,1.0,1
29.0,0,26.0,2.0,0.0,18.0,1,0,650.07,2.0,0.0,3
40.0,0,39.0,7.0,3.0,18.0,1,0,840.01,9.0,0.0,3
41.0,1,17.0,28.0,1.0,0.0,0,2,803.39,4.0,0.0,2
18.0,0,49.0,26.0,6.0,21.0,2,1,518.0,5.0,1.0,3
33.0,0,46.0,9.0,10.0,0.0,2,1,446.0,29.0,1.0,0
63.0,0,55.0,16.0,4.0,24.0,0,2,396.0,9.0,1.0,0
50.0,0,22.0,15.0,5.0,13.0,2,0,709.44,8.0,0.0,3
21.0,1,55.0,7.0,8.0,11.0,1,2,282.0,25.0,1.0,0
38.0,0,16.0,11.0,9.0,17.0,2,1,118.0,9.0,1.0,0
27.0,1,42.0,15.0,0.0,3.0,1,0,703.91,9.0,0.0,1
39.0,1,56.0,21.0,2.0,10.0,0,0,524.58,3.0,0.0,1
38.0,1,27.0,3.0,0.0,10.0,1,2,922.62,29.0,0.0,2
63.0,0,12.0,25.0,7.0,0.0,1,0,672.0,27.0,1.0,0
39.0,1,59.0,4.0,1.0,6.0,2,2,917.41,1.0,0.0,2
47.0,1,13.0,11.0,5.0,24.0,1,2,728.0,22.0,1.0,2
54.0,1,22.0,1.0,6.0,6.0,1,1,457.72,23.0,1.0,0
25.0,0,59.0,8.0,2.0,15.0,0,0,738.89,14.0,0.0,3
35.0,0,53.0,19.0,3.0,16.0,0,0,834.34,2.0,0.0,3
38.0,0,60.0,3.0,0.0,19.0,2,2,476.0,1.0,1.0,3
35.0,1,52.0,17.0,0.0,1.0,0,2,543.96,30.0,0.0,2
64.0,0,50.0,15.0,10.0,29.0,1,0,369.0,18.0,1.0,0
30.0,1,2.0,27.0,1.0,5.0,2,0,522.64,20.0,0.0,1
33.0,1,34.0,22.0,1.0,15.0,0,0,998.8,26.0,0.0,1
38.0,1,60.0,5.0,6.0,0.0,2,2,677.0,4.0,1.0,2
19.0,0,25.0,9.0,9.0,1.0,2,0,292.0,9.0,1.0,3
27.0,0,42.0,1.0,5.0,2.0,2,0,804.78,25.0,1.0,3
30.0,1,43.0,23.0,1.0,28.0,1,1,558.0,12.0,1.0,2
35.0,0,20.0,28.0,0.0,13.0,2,0,510.09,1.0,0.0,3
31.0,0,51.0,14.0,8.0,26.0,2,1,472.0,28.0,1.0,0
43.0,0,41.0,13.0,4.0,6.0,2,2,667.33,11.0,0.0,3
46.0,0,16.0,28.0,2.0,11.0,2,2,919.73,1.0,0.0,3
35.0,0,13.0,14.0,5.0,9.0,0,0,780.0,15.0,1.0,3
61.0,1,49.0,21.0,8.0,26.0,0,0,945.0,10.0,1.0,0
43.0,1,49.0,21.0,0.0,18.0,1,0,646.64,11.0,0.0,1
60.0,1,41.0,25.0,4.0,10.0,1,0,236.0,16.0,1.0,0
25.0,1,44.0,11.0,9.0,19.0,1,0,972.0,29.0,1.0,1
43.0,0,34.0,2.0,3.0,5.0,0,2,779.51,6.0,0.0,3
24.0,1,40.0,25.0,4.0,30.0,2,0,897.0,19.0,1.0,1
45.0,1,6.0,3.0,7.0,3.0,0,2,959.0,27.0,1.0,2
51.0,1,36.0,2.0,6.0,28.0,2,1,113.0,10.0,1.0,0
31.0,0,36.0,16.0,1.0,4.0,1,0,557.04,6.0,0.0,3
24.0,1,43.0,26.0,8.0,9.0,2,2,572.35,22.0,1.0,2
52.0,0,22.0,22.0,0.0,3.0,1,1,681.0,6.0,1.0,3
34.0,1,22.0,28.0,2.0,14.0,0,2,979.09,16.0,0.0,2
50.0,0,58.0,8.0,8.0,30.0,1,1,244.0,26.0,1.0,0
49.0,0,50.0,21.0,0.0,5.0,2,2,987.02,3.0,0.0,3
38.0,0,48.0,21.0,2.0,14.0,2,0,741.31,3.0,0.0,3
42.0,1,60.0,4.0,4.0,11.0,0,2,506.26,28.0,0.0,2
41.0,1,46.0,4.0,0.0,7.0,0,0,877.7,11.0,0.0,1
62.0,0,20.0,30.0,9.0,29.0,1,2,451.0,29.0,1.0,0
44.0,1,55.0,21.0,2.0,17.0,2,2,631.66,3.0,0.0,2
48.0,0,56.0,4.0,2.0,14.0,1,2,787.0,11.0,0.0,3
21.0,1,28.0,24.0,2.0,8.0,0,0,981.49,4.0,0.0,1
24.0,0,28.0,6.0,2.0,16.0,1,0,999.7,15.0,0.0,3
49.0,0,57.0,28.0,9.0,18.0,2,2,935.0,12.0,1.0,0
24.0,1,1.0,18.0,4.0,7.0,0,2,635.55,15.0,1.0,2
38.0,1,28.0,8.0,10.0,15.0,0,0,972.0,8.0,1.0,1
39.0,0,47.0,8.0,7.0,19.0,1,1,812.0,8.0,1.0,3
31.0,1,13.0,25.0,0.0,8.0,2,2,750.04,1.0,0.0,2
21.0,1,6.0,23.0,1.0,27.0,0,0,972.0,10.0,1.0,1
49.0,1,33.0,21.0,6.0,26.0,1,1,792.0,20.0,1.0,0
41.0,1,56.0,30.0,0.0,9.0,1,2,586.97,27.0,0.0,2
40.0,0,50.0,3.0,8.0,17.0,2,0,393.94,1.0,1.0,0
28.0,1,6.0,26.0,2.0,10.0,0,2,864.09,13.0,0.0,2
48.0,0,58.0,1.0,4.0,0.0,2,2,806.02,5.0,0.0,3
65.0,1,36.0,25.0,2.0,7.0,2,0,967.35,7.0,1.0,1
19.0,0,19.0,26.0,8.0,17.0,0,2,407.0,14.0,1.0,0
20.0,1,58.0,18.0,1.0,17.0,1,1,923.0,18.0,1.0,2
47.0,1,11.0,30.0,0.0,23.0,2,1,103.0,12.0,1.0,0
38.0,1,28.0,15.0,3.0,6.0,2,0,863.54,30.0,0.0,1
48.0,1,52.0,1.0,3.0,8.0,1,2,624.2,10.0,0.0,2
25.0,1,48.0,18.0,1.0,13.0,2,2,661.64,22.0,0.0,2
54.0,0,32.0,13.0,10.0,15.0,2,1,332.0,19.0,1.0,0
26.0,1,51.0,29.0,1.0,25.0,1,2,917.0,18.0,1.0,2
64.0,1,60.0,21.0,10.0,25.0,0,0,270.0,8.0,1.0,0
42.0,1,43.0,27.0,2.0,23.0,1,2,985.88,18.0,1.0,2
32.0,1,49.0,27.0,3.0,4.0,2,2,855.54,2.0,0.0,2
32.0,0,43.0,7.0,2.0,15.0,2,1,361.0,23.0,1.0,3
18.0,1,46.0,14.0,0.0,1.0,1,1,583.13,10.0,1.0,2
42.0,1,31.0,2.0,1.0,15.0,1,2,539.17,17.0,0.0,2
34.0,0,59.0,13.0,7.0,14.0,2,0,246.0,30.0,1.0,0
39.0,1,41.0,13.0,0.0,4.0,0,0,992.76,12.0,0.0,1
58.0,1,54.0,16.0,0.0,0.0,1,0,842.0,3.0,1.0,1
57.0,1,44.0,8.0,9.0,27.0,2,1,686.0,22.0,1.0,0
54.0,1,6.0,2.0,0.0,13.0,2,1,729.0,3.0,1.0,1
34.0,0,49.0,8.0,3.0,14.0,0,0,986.64,6.0,0.0,3
57.0,1,17.0,27.0,0.0,5.0,2,2,588.0,21.0,1.0,2
33.0,1,29.0,25.0,1.0,6.0,0,2,732.31,14.0,0.0,2
39.0,1,24.0,25.0,6.0,29.0,2,0,473.0,3.0,1.0,0
38.0,0,17.0,11.0,4.0,14.0,0,2,786.67,4.0,1.0,3
61.0,0,3.0,30.0,8.0,28.0,1,0,170.0,6.0,1.0,0
18.0,0,21.0,21.0,0.0,15.0,1,0,819.83,4.0,0.0,3
48.0,0,43.0,27.0,4.0,7.0,0,0,755.6,2.0,0.0,3
30.0,0,57.0,8.0,0.0,16.0,2,0,595.59,5.0,0.0,3
25.0,1,57.0,17.0,9.0,9.0,1,1,992.0,17.0,1.0,2
49.0,0,17.0,22.0,1.0,6.0,0,2,841.43,9.0,0.0,3
36.0,0,25.0,5.0,2.0,9.0,2,1,574.0,12.0,1.0,3
25.0,0,54.0,5.0,7.0,19.0,0,2,114.92,16.0,1.0,0
43.0,0,13.0,26.0,10.0,10.0,0,0,769.0,3.0,1.0,3
18.0,1,36.0,10.0,0.0,0.0,2,2,506.42,27.0,0.0,2
21.0,1,15.0,26.0,2.0,11.0,2,0,660.67,20.0,0.0,1
25.0,0,41.0,27.0,3.0,26.0,2,1,238.0,30.0,1.0,0
28.0,0,52.0,9.0,9.0,28.0,1,1,157.0,25.0,1.0,0
59.0,0,23.0,29.0,10.0,28.0,1,2,120.81,29.0,1.0,0
28.0,1,56.0,14.0,0.0,30.0,0,0,162.0,3.0,1.0,1
48.0,1,23.0,10.0,10.0,5.0,0,0,535.82,7.0,1.0,0
27.0,1,22.0,15.0,1.0,9.0,0,0,804.73,24.0,0.0,1
30.0,1,49.0,2.0,1.0,1.0,1,2,585.17,1.0,0.0,2
28.0,0,23.0,13.0,6.0,18.0,1,1,903.04,20.0,1.0,3
38.0,0,22.0,20.0,2.0,27.0,0,2,770.0,5.0,1.0,3
35.0,1,52.0,27.0,2.0,19.0,1,2,592.75,23.0,0.0,2
54.0,0,11.0,7.0,9.0,17.0,0,2,610.88,21.0,1.0,0
24.0,1,16.0,2.0,2.0,1.0,0,1,233.0,4.0,1.0,2
20.0,0,23.0,11.0,5.0,20.0,1,2,170.0,30.0,1.0,0
37.0,0,38.0,12.0,0.0,19.0,0,1,404.0,21.0,1.0,3
37.0,0,15.0,30.0,2.0,16.0,2,0,475.0,23.0,1.0,3
44.0,1,52.0,12.0,3.0,1.0,0,2,571.06,22.0,0.0,2
37.0,0,56.0,22.0,6.0,1.0,1,1,771.0,29.0,1.0,3
36.0,1,10.0,4.0,9.0,27.0,1,2,469.0,22.0,1.0,0
40.0,0,24.0,10.0,4.0,5.0,1,1,784.06,17.0,1.0,3
54.0,0,19.0,30.0,8.0,14.0,1,0,830.0,18.0,1.0,0
36.0,0,20.0,30.0,8.0,25.0,1,2,814.0,7.0,1.0,0
53.0,0,37.0,2.0,7.0,14.0,1,1,722.0,21.0,1.0,0
25.0,1,35.0,18.0,4.0,23.0,0,2,618.0,17.0,1.0,2
24.0,0,15.0,7.0,2.0,19.0,0,1,709.0,6.0,1.0,3
50.0,0,48.0,1.0,1.0,27.0,1,2,695.0,12.0,1.0,3
18.0,1,42.0,28.0,0.0,3.0,1,0,515.85,6.0,0.0,1
49.0,0,52.0,13.0,10.0,2.0,1,1,495.13,7.0,1.0,0
37.0,0,20.0,14.0,0.0,5.0,0,0,997.56,4.0,0.0,3
38.0,1,32.0,21.0,3.0,21.0,1,1,882.0,12.0,1.0,1
57.0,0,16.0,1.0,3.0,9.0,2,1,979.59,16.0,1.0,3
26.0,1,5.0,4.0,2.0,4.0,2,2,851.35,7.0,0.0,2
57.0,1,54.0,12.0,2.0,13.0,0,1,842.0,28.0,1.0,2
31.0,1,19.0,26.0,9.0,17.0,1,1,409.0,5.0,1.0,0
41.0,1,30.0,12.0,1.0,17.0,1,0,661.66,6.0,0.0,1
25.0,0,54.0,29.0,1.0,3.0,2,2,664.56,12.0,0.0,3
63.0,0,28.0,1.0,8.0,3.0,1,1,897.0,20.0,1.0,0
35.0,0,17.0,10.0,1.0,10.0,2,0,606.19,15.0,0.0,3
64.0,1,42.0,14.0,5.0,17.0,0,1,720.16,9.0,1.0,0
35.0,0,60.0,27.0,2.0,2.0,1,2,743.72,10.0,0.0,3
64.0,0,54.0,23.0,0.0,10.0,0,1,705.0,17.0,1.0,3
36.0,1,52.0,15.0,0.0,18.0,1,0,716.27,15.0,0.0,1
46.0,1,27.0,27.0,5.0,7.0,0,2,654.6,24.0,1.0,2
30.0,0,33.0,27.0,5.0,20.0,2,1,877.0,16.0,1.0,3
42.0,1,53.0,7.0,0.0,20.0,2,0,885.54,22.0,0.0,1
39.0,1,19.0,30.0,2.0,17.0,1,0,516.86,27.0,0.0,1
43.0,1,24.0,28.0,3.0,14.0,1,2,505.34,25.0,0.0,2
31.0,0,38.0,3.0,10.0,22.0,2,1,756.08,15.0,1.0,0
57.0,1,14.0,12.0,2.0,25.0,1,0,332.0,20.0,1.0,0
55.0,0,25.0,27.0,0.0,6.0,0,1,666.0,8.0,1.0,3
43.0,1,2.0,22.0,2.0,3.0,1,0,590.89,17.0,0.0,1
18.0,0,18.0,21.0,9.0,8.0,1,0,531.0,10.0,1.0,3
32.0,1,59.0,3.0,0.0,11.0,0,0,811.05,28.0,0.0,1
58.0,1,32.0,3.0,2.0,15.0,2,0,323.26,26.0,1.0,1
33.0,0,40.0,29.0,0.0,24.0,2,0,735.19,23.0,1.0,3
52.0,0,17.0,16.0,5.0,9.0,2,2,542.0,5.0,1.0,3
58.0,0,14.0,8.0,0.0,21.0,1,0,347.0,20.0,1.0,0
35.0,1,55.0,29.0,2.0,8.0,2,2,544.94,26.0,0.0,2
62.0,1,29.0,3.0,5.0,14.0,1,1,278.0,5.0,1.0,0
48.0,1,8.0,20.0,0.0,11.0,2,0,776.3,9.0,0.0,1
32.0,0,3.0,25.0,2.0,30.0,2,2,791.01,15.0,1.0,3
42.0,1,45.0,20.0,6.0,16.0,0,1,314.0,17.0,1.0,0
54.0,0,13.0,11.0,9.0,10.0,2,2,617.0,10.0,1.0,0
59.0,0,25.0,21.0,8.0,30.0,2,0,448.0,23.0,1.0,0
21.0,1,5.0,30.0,0.0,13.0,1,0,891.36,3.0,0.0,1
40.0,1,30.0,26.0,0.0,8.0,0,2,602.59,25.0,0.0,2
30.0,1,52.0,15.0,3.0,0.0,2,2,470.0,6.0,1.0,2
46.0,1,54.0,10.0,3.0,6.0,1,0,933.54,28.0,0.0,1
53.0,1,40.0,12.0,8.0,0.0,2,0,474.0,5.0,1.0,1
50.0,0,8.0,27.0,5.0,20.0,0,2,265.0,23.0,1.0,0
19.0,1,57.0,20.0,2.0,20.0,0,1,475.0,16.0,1.0,2
43.0,1,20.0,19.0,7.0,12.0,0,0,746.0,26.0,1.0,1
58.0,0,51.0,14.0,6.0,23.0,1,2,318.0,18.0,1.0,0
48.0,1,54.0,14.0,4.0,12.0,0,2,470.0,26.0,1.0,2
53.0,1,53.0,4.0,9.0,18.0,1,1,702.0,19.0,1.0,0
65.0,1,34.0,2.0,10.0,11.0,1,0,362.0,19.0,1.0,0
45.0,1,41.0,11.0,10.0,4.0,1,1,277.0,1.0,1.0,0
60.0,1,52.0,4.0,10.0,20.0,0,1,614.4,6.0,1.0,0
40.0,1,37.0,9.0,3.0,18.0,0,2,758.33,2.0,0.0,2
62.0,1,34.0,15.0,2.0,6.0,2,2,347.0,23.0,1.0,2
45.0,1,32.0,14.0,3.0,17.0,0,2,588.42,15.0,0.0,2
27.0,1,32.0,3.0,2.0,1.0,2,0,878.11,4.0,0.0,1
29.0,1,44.0,6.0,0.0,3.0,2,0,787.54,8.0,0.0,1
39.0,1,25.0,20.0,3.0,3.0,1,0,525.51,29.0,0.0,1
51.0,1,56.0,22.0,3.0,6.0,2,2,185.0,24.0,1.0,2
19.0,1,4.0,16.0,2.0,6.0,0,1,559.0,26.0,1.0,1
52.0,1,20.0,12.0,8.0,10.0,1,1,735.0,11.0,1.0,0
43.0,0,30.0,21.0,7.0,6.0,2,0,178.0,18.0,1.0,0
35.0,0,54.0,20.0,4.0,1.0,1,1,144.54,14.0,1.0,3
43.0,1,25.0,1.0,9.0,18.0,0,1,475.31,6.0,1.0,0
25.0,1,41.0,4.0,0.0,7.0,1,0,750.68,12.0,0.0,1
49.0,1,35.0,29.0,4.0,6.0,1,2,886.76,14.0,0.0,2
25.0,1,50.0,18.0,6.0,10.0,0,2,238.0,12.0,1.0,2
24.0,1,59.0,26.0,0.0,10.0,2,2,654.13,28.0,0.0,2
29.0,0,11.0,11.0,2.0,15.0,2,1,160.0,29.0,1.0,0
42.0,1,51.0,15.0,3.0,11.0,2,0,146.0,14.0,1.0,1
41.0,0,44.0,5.0,6.0,28.0,2,0,990.0,26.0,1.0,0
40.0,0,24.0,7.0,1.0,29.0,2,1,427.66,14.0,1.0,3
64.0,0,39.0,29.0,8.0,28.0,1,1,952.0,23.0,1.0,0
60.0,0,31.0,8.0,10.0,11.0,1,1,446.0,27.0,1.0,0
31.0,1,29.0,18.0,2.0,0.0,1,2,607.4,15.0,0.0,2
37.0,0,25.0,24.0,0.0,15.0,0,2,517.71,2.0,0.0,3
55.0,0,53.0,22.0,8.0,10.0,1,0,453.0,13.0,1.0,0
54.0,0,45.0,9.0,2.0,27.0,0,1,381.59,17.0,1.0,0
61.0,1,28.0,20.0,4.0,11.0,0,0,308.09,16.0,1.0,0
42.0,0,27.0,6.0,6.0,28.0,1,1,854.31,8.0,1.0,3
50.0,1,50.0,29.0,3.0,10.0,0,0,853.57,15.0,0.0,1
32.0,1,50.0,9.0,3.0,13.0,0,2,775.82,12.0,0.0,2
50.0,1,18.0,2.0,9.0,23.0,0,2,117.0,7.0,1.0,0
19.0,0,42.0,24.0,4.0,21.0,1,1,648.0,30.0,1.0,3
50.0,0,10.0,5.0,9.0,2.0,1,2,577.0,17.0,1.0,0
39.0,1,29.0,29.0,7.0,1.0,1,0,543.0,18.0,1.0,1
30.0,1,32.0,28.0,4.0,30.0,0,0,443.0,24.0,1.0,0
49.0,1,41.0,8.0,3.0,10.0,2,2,547.98,26.0,0.0,2
18.0,1,31.0,6.0,2.0,13.0,0,0,767.0,20.0,1.0,1
24.0,0,47.0,20.0,0.0,11.0,2,0,969.18,3.0,0.0,3
47.0,1,57.0,12.0,4.0,13.0,0,2,701.84,30.0,0.0,2
24.0,1,19.0,14.0,5.0,28.0,1,1,605.0,27.0,1.0,0
51.0,1,41.0,22.0,9.0,12.0,1,1,598.0,30.0,1.0,0
57.0,1,3.0,14.0,3.0,26.0,2,0,957.98,26.0,1.0,1
50.0,0,4.0,23.0,5.0,9.0,1,2,538.34,10.0,0.0,3
55.0,0,16.0,14.0,9.0,17.0,1,1,785.0,4.0,1.0,0
35.0,1,41.0,27.0,3.0,16.0,1,0,639.14,5.0,0.0,1
38.0,1,54.0,3.0,0.0,2.0,0,0,536.63,12.0,0.0,1
58.0,0,7.0,27.0,7.0,27.0,0,1,526.0,16.0,1.0,0
25.0,0,41.0,22.0,10.0,21.0,0,1,959.0,2.0,1.0,3
65.0,0,50.0,15.0,3.0,25.0,1,2,930.0,19.0,1.0,3
28.0,1,35.0,7.0,9.0,17.0,0,1,501.0,22.0,1.0,0
35.0,1,51.0,18.0,10.0,15.0,1,0,966.23,12.0,1.0,1
50.0,0,25.0,27.0,1.0,6.0,1,2,525.04,13.0,0.0,3
45.0,1,9.0,24.0,4.0,6.0,1,2,942.81,22.0,0.0,2
64.0,1,6.0,3.0,2.0,6.0,2,1,510.0,5.0,1.0,1
27.0,1,30.0,13.0,2.0,9.0,1,2,508.86,9.0,0.0,2
33.0,1,38.0,28.0,5.0,22.0,0,0,593.0,17.0,1.0,1
58.0,1,46.0,23.0,3.0,24.0,2,2,995.0,15.0,1.0,2
41.0,0,53.0,9.0,10.0,0.0,2,2,605.83,28.0,1.0,0
25.0,1,38.0,20.0,2.0,3.0,2,0,751.14,16.0,0.0,1
35.0,1,27.0,7.0,3.0,20.0,1,0,774.03,24.0,0.0,1
33.0,1,40.0,10.0,2.0,8.0,0,2,755.97,19.0,0.0,2
32.0,1,18.0,15.0,9.0,11.0,1,2,716.0,4.0,1.0,2
42.0,1,43.0,26.0,0.0,27.0,1,1,812.0,10.0,1.0,2
24.0,1,31.0,27.0,0.0,17.0,1,2,722.69,21.0,0.0,2
31.0,1,9.0,3.0,8.0,29.0,0,2,627.83,14.0,1.0,0
40.0,1,55.0,9.0,10.0,13.0,0,1,642.0,9.0,1.0,0
48.0,1,25.0,20.0,1.0,5.0,2,0,558.7,30.0,0.0,1
25.0,1,44.0,30.0,6.0,29.0,2,2,435.0,24.0,1.0,0
51.0,1,9.0,18.0,1.0,10.0,2,2,759.0,1.0,1.0,2
45.0,1,50.0,21.0,1.0,5.0,1,2,870.26,28.0,0.0,2
31.0,0,12.0,6.0,7.0,28.0,1,1,776.0,19.0,1.0,0
30.0,0,7.0,20.0,3.0,0.0,1,0,579.3,13.0,0.0,3
32.0,1,23.0,13.0,1.0,21.0,0,1,957.0,13.0,1.0,1
61.0,0,36.0,28.0,7.0,11.0,0,1,825.41,25.0,1.0,0
29.0,0,58.0,16.0,5.0,8.0,1,0,262.0,28.0,1.0,0
